City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,undurkhaan,47.3194,110.6556,-10.64,95,97,2.77,MN,1707857207
366,yerofey pavlovich,53.9667,121.9667,-5.46,98,100,1.66,RU,1707857208
367,hobyo,5.3505,48.5268,79.34,80,55,16.15,SO,1707857208
368,tamandare,-8.7597,-35.1047,81.19,77,100,5.79,BR,1707857208
369,howard springs,-12.497,131.047,75.11,93,100,8.28,AU,1707857208
370,arkhangel'sk,64.5401,40.5433,-21.87,75,0,4.47,RU,1707857208
371,auna,10.1881,4.7232,86.23,14,0,4.7,NG,1707857208
372,casper,42.8666,-106.3131,44.82,34,40,12.66,US,1707857209
373,daru,-9.0763,143.2092,78.06,91,100,8.25,PG,1707857209
374,nuuk,64.1835,-51.7216,11.01,67,20,19.57,GL,1707857184
375,mitu,1.1983,-70.1733,82.36,70,100,2.15,CO,1707857209
376,fort mcmurray,56.7268,-111.381,22.59,79,100,1.14,CA,1707857141
377,longquan,24.6719,102.1613,43.63,60,19,2.3,CN,1707857209
378,benguela,-12.5763,13.4055,83.53,77,100,3.49,AO,1707857209
379,pimentel,-6.8367,-79.9342,88.09,48,0,19.57,PE,1707857210
380,micheweni,-4.9667,39.8333,82.17,77,77,9.13,TZ,1707857210
381,la passe,45.5549,-0.8967,52.03,81,83,7.23,FR,1707857210
382,wang nam yen,13.5033,102.1812,72.81,45,11,3.78,TH,1707857210
383,lewistown,40.5992,-77.5714,42.37,48,40,16.11,US,1707857210
384,dali,25.7,100.1833,41.76,63,14,4.83,CN,1707857211
385,saryaghash,41.45,69.1667,44.53,49,97,5.55,KZ,1707857211
386,finale ligure,44.1695,8.3436,54.32,70,1,4.0,IT,1707857211
387,griffith,41.5284,-87.4237,43.14,55,0,12.66,US,1707857211
388,st. john's,47.5649,-52.7093,33.15,81,100,11.5,CA,1707857199
389,saint-leu,-21.15,55.2833,79.63,83,96,0.81,RE,1707857211
390,pavlodar,52.3,76.95,15.6,62,0,20.13,KZ,1707857211
391,yemetsk,63.4721,41.7941,-27.45,100,6,2.57,RU,1707857211
392,phai sali,15.5976,100.6585,74.08,42,8,5.39,TH,1707857211
393,meulaboh,4.1363,96.1285,77.52,83,46,4.88,ID,1707857212
394,east ballina,-28.8667,153.5833,66.79,76,7,4.45,AU,1707857212
395,thohoyandou,-22.9456,30.485,71.47,56,2,1.45,ZA,1707857212
396,nueil-les-aubiers,46.9377,-0.5887,50.9,92,100,13.2,FR,1707857212
397,lorengau,-2.0226,147.2712,81.73,81,89,10.56,PG,1707857212
398,szczecinek,53.7079,16.6994,38.8,90,76,7.16,PL,1707857212
399,kheda,22.75,72.6833,68.29,21,50,7.81,IN,1707857212
400,suining,30.508,105.5733,56.08,64,63,5.35,CN,1707857213
401,guerrero negro,27.9769,-114.0611,66.04,34,0,10.65,MX,1707857062
402,kingston,17.997,-76.7936,86.95,68,40,20.71,JM,1707857149
403,eirunepe,-6.6603,-69.8736,73.96,97,100,1.68,BR,1707857213
404,chibougamau,49.9168,-74.3659,8.22,72,100,9.22,CA,1707857213
405,storm lake,42.6411,-95.2097,44.44,56,20,0.0,US,1707857134
406,dikhil,11.5,42.1667,73.22,72,82,14.9,DJ,1707857214
407,kavaratti,10.5669,72.642,82.2,67,1,11.12,IN,1707857214
408,karelichy,53.5653,26.1378,36.45,96,100,10.33,BY,1707857214
409,sao jose da coroa grande,-8.8978,-35.1478,81.28,77,100,6.44,BR,1707857214
410,xichang,27.8964,102.2634,42.67,52,0,1.3,CN,1707857214
411,hadibu,12.65,54.0333,76.05,77,21,8.12,YE,1707857214
412,northam,51.0333,-4.2167,53.38,98,100,17.36,GB,1707857214
413,rajula,21.05,71.4333,72.01,22,100,8.79,IN,1707857214
414,hasaki,35.7333,140.8333,34.2,55,0,5.08,JP,1707857215
415,brookings,44.3114,-96.7984,40.17,67,100,10.36,US,1707856979
416,selfoss,63.9331,-20.9971,18.07,90,8,8.5,IS,1707857215
417,isola di capo rizzuto,38.96,17.0933,49.19,75,99,12.91,IT,1707857215
418,broome,42.2506,-75.833,37.35,70,75,14.97,US,1707857215
419,macapa,0.0389,-51.0664,78.78,89,100,5.75,BR,1707857215
420,prince george,53.9166,-122.753,17.04,92,100,0.0,CA,1707857111
421,kalispell,48.1958,-114.3129,35.17,79,100,18.41,US,1707856999
422,nyurba,63.2842,118.3319,-34.55,99,98,3.8,RU,1707857216
423,nanlong,31.3533,106.0631,53.83,65,100,5.41,CN,1707857217
424,tarawa,1.419,172.984,82.49,89,75,5.75,KI,1707857217
425,sinop,41.7711,34.8709,49.75,65,86,2.06,TR,1707857217
426,geraldton,-28.7667,114.6,66.61,68,0,3.44,AU,1707857073
427,jangaon,17.7167,79.1833,66.4,88,97,8.28,IN,1707857217
428,kirakira,-10.4544,161.9205,81.18,81,100,7.45,SB,1707857217
429,la ronge,55.1001,-105.2842,16.05,79,100,18.41,CA,1707857218
430,semey,50.4111,80.2275,11.57,74,100,19.15,KZ,1707857218
431,blackwater,-23.5833,148.8833,75.47,84,95,8.97,AU,1707857218
432,ola,59.5833,151.2833,-19.71,95,45,6.73,RU,1707857218
433,lerwick,60.1545,-1.1494,44.6,77,95,22.53,GB,1707857218
434,pop,40.8736,71.1089,46.89,50,100,0.58,UZ,1707857218
435,el calafate,-50.3408,-72.2768,56.91,80,100,5.82,AR,1707857084
436,salalah,17.0151,54.0924,78.89,69,20,2.3,OM,1707857219
437,grande prairie,55.1667,-118.8027,28.58,59,40,0.0,CA,1707857219
438,khilok,51.3674,110.4676,-0.2,93,100,6.49,RU,1707857219
439,cova figueira,14.8905,-24.2934,70.11,78,0,11.03,CV,1707857219
440,charters towers,-20.1,146.2667,75.61,83,50,4.65,AU,1707857219
441,nehe,48.4833,124.8333,7.81,92,84,7.49,CN,1707857219
442,shar'ya,58.3686,45.5144,-11.02,100,33,5.01,RU,1707857219
443,fort st. john,56.2499,-120.8529,24.69,58,20,10.36,CA,1707857219
444,gereida,11.2811,25.1414,80.29,12,81,6.46,SD,1707857220
445,magadan,59.5667,150.8,-17.7,97,79,5.73,RU,1707857220
446,bubaque,11.2833,-15.8333,79.83,73,96,17.6,GW,1707857220
447,beirut,33.8889,35.4944,66.38,52,40,2.3,LB,1707857220
448,humaita,-7.5061,-63.0208,83.37,71,65,4.65,BR,1707857220
449,ghadamis,30.1337,9.5007,60.03,35,0,6.78,LY,1707857220
450,kaduy,59.2,37.15,-4.07,98,33,6.08,RU,1707857220
451,cidreira,-30.1811,-50.2056,70.11,88,100,16.46,BR,1707857220
452,moose jaw,50.4001,-105.5344,23.27,68,75,21.85,CA,1707857221
453,ta`u,-14.2336,-169.5144,82.04,85,100,18.72,AS,1707857223
454,iaciara,-14.0958,-46.6317,80.08,62,31,4.59,BR,1707857223
455,hilo,19.7297,-155.09,79.25,66,20,3.0,US,1707857223
456,akobo,7.4344,3.9497,82.71,70,41,5.14,NG,1707857223
457,harstad,68.799,16.5293,31.39,60,100,52.01,NO,1707857223
458,oxapampa,-10.5775,-75.4017,66.79,91,96,2.48,PE,1707857223
459,kavieng,-2.5744,150.7967,81.21,82,100,10.04,PG,1707857223
460,christchurch,-43.5333,172.6333,70.41,78,0,10.36,NZ,1707857020
461,luang namtha,20.9497,101.4011,60.24,65,48,0.63,LA,1707857224
462,ulsteinvik,62.3432,5.8487,41.9,78,70,12.93,NO,1707857224
463,boksitogorsk,59.474,33.8485,4.6,89,9,10.87,RU,1707857225
464,lata,40.1629,-8.3327,63.91,96,100,3.29,PT,1707857225
465,sechura,-5.5569,-80.8222,87.6,56,79,15.32,PE,1707857225
466,kununurra,-15.7667,128.7333,75.18,94,75,4.61,AU,1707857226
467,katsuura,35.1333,140.3,53.06,67,0,14.81,JP,1707857226
468,mount isa,-20.7333,139.5,74.97,94,40,3.44,AU,1707857226
469,vadso,70.0744,29.7487,10.56,79,40,19.57,NO,1707857227
470,sitka,57.0531,-135.33,37.29,75,20,3.44,US,1707857227
471,jayapura,-2.5333,140.7,76.39,88,100,4.12,ID,1707857227
472,arvayheer,46.2639,102.775,2.57,77,0,3.02,MN,1707857227
473,popondetta,-8.7537,148.2534,76.23,92,100,1.86,PG,1707857227
474,gilgit,35.9221,74.3087,34.56,35,0,3.42,PK,1707857227
475,kiunga,-6.1219,141.2906,74.07,100,100,2.21,PG,1707857227
476,olyokminsk,60.3736,120.4264,-14.64,97,100,3.76,RU,1707857228
477,tommot,58.9564,126.2925,-16.06,98,99,2.82,RU,1707857228
478,maqat,47.65,53.3167,35.58,99,100,6.67,KZ,1707857228
479,moyynkum,44.2914,72.9469,38.64,96,100,2.42,KZ,1707857229
480,bakchar,57.0186,82.0711,10.36,91,100,9.15,RU,1707857229
481,port blair,11.6667,92.75,80.64,78,40,4.61,IN,1707857229
482,baiti,13.745,-14.7482,92.07,8,92,4.94,SN,1707857229
483,palmares do sul,-30.2578,-50.5097,69.13,88,100,11.9,BR,1707857229
484,puttalam,8.0362,79.8283,76.08,91,90,12.66,LK,1707857229
485,sierra grande,-41.606,-65.3557,84.85,11,90,24.45,AR,1707857229
486,ciudad lazaro cardenas,17.9583,-102.2,82.49,56,51,8.14,MX,1707857230
487,dunedin,-45.8742,170.5036,73.08,42,0,6.93,NZ,1707857230
488,manado,1.487,124.8455,77.77,100,40,1.14,ID,1707857230
489,tateyama,34.9833,139.8667,48.09,59,0,16.49,JP,1707856988
490,cabedelo,-6.9811,-34.8339,84.87,74,98,8.95,BR,1707857231
491,boguchany,58.3814,97.4531,-3.14,100,100,3.0,RU,1707857231
492,konstantinovka,49.6167,127.9833,-4.14,99,15,5.84,RU,1707857232
493,susuman,62.7833,148.1667,-49.02,100,87,0.22,RU,1707857232
494,polyany,54.7122,39.8231,13.48,90,100,10.09,RU,1707857232
495,kailua-kona,19.6406,-155.9956,80.56,65,20,8.05,US,1707857232
496,merowe,18.4833,31.8167,72.12,7,0,7.78,SD,1707857232
497,okha,53.5739,142.9478,0.23,93,100,10.25,RU,1707857232
498,nykvarn,59.8,18.3,31.82,97,100,6.06,SE,1707857232
499,zambezi,-13.5432,23.1047,71.22,72,65,5.12,ZM,1707857233
500,severo-yeniseyskiy,60.3725,93.0408,-14.35,98,100,3.94,RU,1707857233
501,chernyshevskiy,63.0128,112.4714,-47.45,100,83,2.66,RU,1707857233
502,laghouat,33.8,2.8651,57.87,55,3,4.97,DZ,1707857233
503,pangody,65.85,74.4859,-34.55,98,20,7.76,RU,1707857233
504,juan griego,11.0817,-63.9655,81.21,74,78,20.24,VE,1707857233
505,okhtyrka,50.3104,34.8988,45.0,93,100,9.13,UA,1707857233
506,chifeng,42.2683,118.9636,25.99,57,54,2.53,CN,1707857234
507,sona,45.4388,10.8255,50.25,93,0,1.14,IT,1707857234
508,howrah,22.5892,88.3103,64.4,88,40,0.0,IN,1707857234
509,panj,37.2363,69.0991,51.15,39,99,6.2,TJ,1707857234
510,srisailain,16.0833,78.8667,64.6,92,54,3.31,IN,1707857235
511,diamantina,-18.2494,-43.6003,70.84,75,82,5.12,BR,1707857235
512,tshikapa,-6.4167,20.8,72.55,94,100,2.89,CD,1707857235
513,ust'-ilimsk,58.0006,102.6619,4.23,92,100,8.99,RU,1707857235
514,vallegrande,-18.4897,-64.1069,57.65,98,100,3.24,BO,1707857235
515,palapag,12.5458,125.1147,75.79,88,39,9.91,PH,1707857235
516,taro,-8.3862,115.28,73.4,94,88,1.63,ID,1707857236
517,'ain benian,36.8028,2.9219,55.45,78,32,4.43,DZ,1707857236
518,amga,60.8953,131.9608,-17.91,98,100,4.25,RU,1707857236
519,yeppoon,-23.1333,150.7333,74.98,85,65,9.19,AU,1707857236
520,nagato,34.3833,131.2,52.11,79,100,10.0,JP,1707857236
521,misratah,32.3754,15.0925,60.84,69,35,22.79,LY,1707857236
522,huambo,-12.7761,15.7392,62.96,91,28,2.91,AO,1707857236
523,kolosovka,56.4678,73.611,15.37,95,100,12.84,RU,1707857237
524,lieksa,63.3167,30.0167,1.45,88,14,12.21,FI,1707857237
525,dzuunmod,48.2199,97.3744,-11.9,71,46,7.52,MN,1707857237
526,bochum,51.4833,7.2167,47.52,75,100,4.0,DE,1707857041
527,carbonear,47.7332,-53.2148,33.6,80,98,8.55,CA,1707857237
528,villa la angostura,-40.7617,-71.6463,83.39,22,59,3.85,AR,1707857237
529,san luis de la loma,17.2706,-100.8939,83.91,53,7,7.72,MX,1707857237
530,macas,-2.3167,-78.1167,75.09,81,93,2.68,EC,1707857238
531,shiqian,27.5225,108.2281,55.9,94,99,3.51,CN,1707857238
532,laascaanood,8.4774,47.3597,72.28,64,12,11.25,SO,1707857238
533,belyy yar,53.6039,91.3903,15.69,57,0,8.95,RU,1707857238
534,kargasok,59.0556,80.8572,1.96,97,100,5.99,RU,1707857238
535,umba,66.6871,34.3429,-15.68,99,94,5.26,RU,1707857238
536,oumache,34.6929,5.6809,66.49,45,0,2.3,DZ,1707857239
537,maralal,1.0968,36.698,63.93,65,20,7.83,KE,1707857239
538,turpan,42.9333,89.1667,36.21,38,0,4.83,CN,1707857239
539,gorontalo,0.5412,123.0595,74.61,92,98,3.67,ID,1707857239
540,nova olinda do norte,-3.8881,-59.0942,78.26,92,95,2.04,BR,1707857240
541,morondava,-20.2833,44.2833,81.5,75,100,4.61,MG,1707857241
542,zhaqsy,51.9083,67.3133,28.83,96,100,23.62,KZ,1707857241
